set_id,name,card_number,type,rarity,edition,price,image
1,Raichu,14/102,Lightning,Rare Holo,1st Edition,33.32,https://content.tcgcollector.com/content/images/79/f9/da/79f9da03ea378dc782de7466f72b77334748919e3247863477e7ded7e9c19eac.jpg
1,Venusaur,15/102,Grass,Rare Holo,1st Edition,81.24,https://content.tcgcollector.com/content/images/37/20/3c/37203cfa6a5b5a4fee6cb618293ee3ab4725786016ea24823d113b7563b38656.jpg
1,Zapdos,16/102,Lightning,Rare Holo,1st Edition,22.05,https://content.tcgcollector.com/content/images/04/b5/5c/04b55c127a06d1d85ac8dc6827a621da1a460266e8ebf7482c13c80fa29ea90c.jpg
1,Beedrill,17/102,Grass,Rare,1st Edition,4.35,https://content.tcgcollector.com/content/images/d4/7d/d9/d47dd917efa7799797739c389beed62f1dd136745ad68e62e435f6bc798c152a.jpg
1,Dragonair,18/102,Colorless,Rare,1st Edition,9.41,https://content.tcgcollector.com/content/images/0b/aa/41/0baa4147266d6817efde43a54f2ebdef401a33c0dc6c512c2766490341b6f0df.jpg
1,Dugtrio,19/102,Fighting,Rare,1st Edition,5.13,https://content.tcgcollector.com/content/images/fc/15/28/fc1528720a77c98d879384fcdd4eaccf098b56e8a41a4bf7e0a69ca43fc65840.jpg
1,Electabuzz,20/102,Lightning,Rare,1st Edition,5.58,https://content.tcgcollector.com/content/images/da/ba/61/daba61e7d745ca59d52fd12caa5adc656591bdc364d6414e63dc727c1f01720f.jpg
1,Electrode,21/102,Lightning,Rare,1st Edition,4.03,https://content.tcgcollector.com/content/images/41/90/56/4190561635d09d000045d2bd14d2fed69930238a967ee2ddd87c2d870de19117.jpg
1,Pidgeotto,22/102,Colorless,Rare,1st Edition,6.83,https://content.tcgcollector.com/content/images/56/7d/ba/567dbacc4f52ce3f2d86a8b715372c0e5b0c3a912ea5293f3cb34768004477a7.jpg
1,Arcanine,23/102,Fire,Uncommon,1st Edition,2.29,https://content.tcgcollector.com/content/images/40/f8/b6/40f8b61404ee613daa6a80765af8379e50a425b26e4738fbe657ee978d29c3c3.jpg
1,Charmeleon,24/102,Fire,Uncommon,1st Edition,1.43,https://content.tcgcollector.com/content/images/91/07/e3/9107e310e67af5045c1420b97500bd0f4f04d8580e8113157f09d624ff5992d8.jpg
1,Dewgong,25/102,Water,Uncommon,1st Edition,2.29,https://content.tcgcollector.com/content/images/4c/39/f3/4c39f3a8615048a4fb2c209785f3c7e9b30f35506eb92a793a961878ed9492de.jpg
1,Dratini,26/102,Colorless,Uncommon,1st Edition,1.67,https://content.tcgcollector.com/content/images/0c/0d/2b/0c0d2bd1116f2011ca70aaeb16622d17effcfc2b45dd2174812b6a829a3ffb8b.jpg
1,Farfetch'd,27/102,Colorless,Uncommon,1st Edition,0.95,https://content.tcgcollector.com/content/images/c0/0e/b4/c00eb461d3f898c7724bb8898180bbd5c98846c7a8ab78c8f41034c299eebaf7.jpg
1,Growlithe,28/102,Fire,Uncommon,1st Edition,0.92,https://content.tcgcollector.com/content/images/fc/40/07/fc4007e83c087490f54b1f266151c1f1bbf46ddc9828a9e00cadd3686e616c67.jpg
1,Haunter,29/102,Psychic,Uncommon,1st Edition,1.36,https://content.tcgcollector.com/content/images/07/57/46/0757463b412a6c619459785414ba12c6ab72c6320057ecb92ac15c9efff64fcd.jpg
1,Ivysaur,30/102,Grass,Uncommon,1st Edition,4.06,https://content.tcgcollector.com/content/images/1c/aa/4f/1caa4f987e0f55ac9275235c4573e38fa499cd449b1518af5222be3908227306.jpg
1,Jynx,31/102,Psychic,Uncommon,1st Edition,0.67,https://content.tcgcollector.com/content/images/37/11/63/371163d5cc3000fde1db024e169a84a035a6f203e094394b9fae6ee63b8e14d0.jpg
1,Kadabra,32/102,Psychic,Uncommon,1st Edition,1.18,https://content.tcgcollector.com/content/images/6c/71/ab/6c71ab7315e3f3611826a9e5f4f41017e7207cdbd14d197b96d5d7e5e34bd462.jpg
1,Kakuna,33/102,Grass,Uncommon,1st Edition,0.70,https://content.tcgcollector.com/content/images/1f/ca/ac/1fcaac024abeddb2d3f4f1be019ca747c5b71e81c015cae4f59f41bcea5b06c0.jpg
1,Machoke,34/102,Fighting,Uncommon,1st Edition,0.44,https://content.tcgcollector.com/content/images/74/ba/c3/74bac3e0f8903962db4c4676197a7ff36ab3496cb4e00e13c39aa1145413c45b.jpg
1,Magikarp,35/102,Water,Uncommon,1st Edition,1.35,https://content.tcgcollector.com/content/images/62/ba/6f/62ba6fe66449957582c85fc33e414f0f285b83d04fe2729d34eb2def33563c7e.jpg
1,Magmar,36/102,Fire,Uncommon,1st Edition,2.15,https://content.tcgcollector.com/content/images/c1/e9/c2/c1e9c2a92d567b6eed983804624bf5984b9194e9755b846eec1bc43086c9b99d.jpg
1,Nidorino,37/102,Grass,Uncommon,1st Edition,2.22,https://content.tcgcollector.com/content/images/14/32/43/143243e3b3632afa353a7c4a50490d86ce22175b6fad9e8e19a7fe2f759c53f7.jpg
1,Poliwhirl,38/102,Water,Uncommon,1st Edition,0.98,https://content.tcgcollector.com/content/images/28/6c/84/286c84eab709ddb51b0f5f3cb6293cfac704add930ad4fc3275589843d9fbd68.jpg
1,Porygon,39/102,Colorless,Uncommon,1st Edition,1.87,https://content.tcgcollector.com/content/images/8b/1d/60/8b1d606e3a4848bfa1867bd710b31b55e2e22c475e6e53c0dc441871f6c8ea60.jpg
1,Raticate,40/102,Colorless,Uncommon,1st Edition,1.97,https://content.tcgcollector.com/content/images/a6/3a/0f/a63a0f587cf952886646da927dd8bd2aaac16935d6dc7762ca37d18b6131c753.jpg
1,Seel,41/102,Water,Uncommon,1st Edition,1.41,https://content.tcgcollector.com/content/images/a8/65/64/a865641f77894dc68984fc8614ecf89502a3f4adadaa671fd12304d3fe5d7bf6.jpg
1,Wartortle,42/102,Water,Uncommon,1st Edition,3.57,https://content.tcgcollector.com/content/images/4a/60/95/4a60953dacddcebc93bdd528665bd428253635443087e3a75c922678e6b00460.jpg
1,Abra,43/102,Psychic,Common,1st Edition,0.44,https://content.tcgcollector.com/content/images/83/75/de/8375de1eeffb7d3e93481919dd09a692cf5a92765841a5ffafcec74300ad535d.jpg
1,Bulbasaur,44/102,Grass,Common,1st Edition,1.57,https://content.tcgcollector.com/content/images/bf/40/c7/bf40c7722dbd5a5653cb00dcbd26b6f2cb76e5d6c0c58c7d58b24715c20506f9.jpg
1,Caterpie,45/102,Grass,Common,1st Edition,0.78,https://content.tcgcollector.com/content/images/d0/ab/e8/d0abe8b8181953ba5bc8eae3395c33e0a1ffd73cedb00ee435be2ba1b7aa77b2.jpg
1,Charmander,46/102,Fire,Common,1st Edition,1.59,https://content.tcgcollector.com/content/images/c1/38/3b/c1383b3e2e47313db558172a6770e936aaf33e6810bd3ef976242d316f34a0a8.jpg
1,Diglett,47/102,Fighting,Common,1st Edition,0.29,https://content.tcgcollector.com/content/images/68/6d/6b/686d6b636d159dd2e14532adb389b12d8ffd076614912c4705e177fe5395ff6d.jpg
1,Doduo,48/102,Colorless,Common,1st Edition,0.57,https://content.tcgcollector.com/content/images/a3/9d/6f/a39d6f0907064f935351817ebcae7272dee154daf3d72c6c4080c5d7aba4fa03.jpg
1,Drowzee,49/102,Psychic,Common,1st Edition,0.53,https://content.tcgcollector.com/content/images/1a/bb/de/1abbdebb2923b2d8bd7d24d5eb6d9f06e59258bca8af925bf59901c6baa9e52d.jpg
1,Gastly,50/102,Psychic,Common,1st Edition,0.38,https://content.tcgcollector.com/content/images/8e/ae/c7/8eaec7d82293d3d462b6656df70bee80ad26194cf6f88a1f4a73d16ce481139a.jpg
1,Koffing,51/102,Grass,Common,1st Edition,0.30,https://content.tcgcollector.com/content/images/a3/51/c7/a351c757407b92a8de48b8797c386b9d4105ddc2e2f5828a4eb432e97c593125.jpg
1,Machop,52/102,Fighting,Common,1st Edition,0.27,https://content.tcgcollector.com/content/images/64/b5/bb/64b5bb028e958ef5cee0836ee4f0339b9ab83ee5e007a93d168251ec0187ae1c.jpg
1,Magnemite,53/102,Lightning,Common,1st Edition,0.44,https://content.tcgcollector.com/content/images/bf/17/90/bf1790624af9ef78dd0a859b16d0707dfea9cdf636aadb16fc093d5f26b69d4a.jpg
1,Metapod,54/102,Grass,Common,1st Edition,0.53,https://content.tcgcollector.com/content/images/25/b2/67/25b267c4ba635eead194b5a264f499e41de487e8bdf9ccd2d3e835d8d0682ff2.jpg
1,Nidoran ♂,55/102,Grass,Common,1st Edition,0.34,https://content.tcgcollector.com/content/images/29/64/1d/29641dd94b3696920c1d96d6a5a898dac3f90f4ab7a9160aeaf1a415296ee50e.jpg
1,Onix,56/102,Fighting,Common,1st Edition,0.43,https://content.tcgcollector.com/content/images/28/9e/e8/289ee8fc6253106a522a17fe11d8e6eb5812ef55d227c46004e45c54820e37e8.jpg
1,Pidgey,57/102,Colorless,Common,1st Edition,0.77,https://content.tcgcollector.com/content/images/3c/f9/ba/3cf9ba9f59127bc14fd83c946a02c03c8af42eb5e690e580831752fb109f0ef5.jpg
1,Pikachu,58/102,Lightning,Common,1st Edition,3.04,https://content.tcgcollector.com/content/images/be/a0/cc/bea0cc69c20aabd56623f7485400a9168c2bd388b5bd5fe284af491b5da8a166.jpg
1,Poliwag,59/102,Water,Common,1st Edition,0.37,https://content.tcgcollector.com/content/images/11/ca/4f/11ca4f6e74d60470b855699f252eea0868881dc850cec34ec5b2037ebca7ff6c.jpg
1,Ponyta,60/102,Fire,Common,1st Edition,0.35,https://content.tcgcollector.com/content/images/5c/16/48/5c1648c3ce244fbcf2c80a3818b0cecbe60867cfe76657146e36ae95fad15087.jpg
1,Rattata,61/102,Colorless,Common,1st Edition,0.32,https://content.tcgcollector.com/content/images/9a/31/15/9a311508ad5fc43afaca5e4caafa03fea9217919891a0da9f8ba1d1a5f3e7283.jpg
1,Sandshrew,62/102,Fighting,Common,1st Edition,0.48,https://content.tcgcollector.com/content/images/d5/bd/5b/d5bd5b611d4078bfc9a0b933a1d8b008d075c90be76dea12b0d4ed070fc204ad.jpg
1,Squirtle,63/102,Water,Common,1st Edition,1.23,https://content.tcgcollector.com/content/images/1c/18/10/1c18101181ec93857c33b1a1053fa60413461d3cf4081e14da0c3034568a998d.jpg
1,Starmie,64/102,Water,Common,1st Edition,0.44,https://content.tcgcollector.com/content/images/2e/9c/0c/2e9c0cb2c03c3900e5e7d8c1a52956cc2b986f2c2654bc6f475fb378fa30a027.jpg
1,Staryu,65/102,Water,Common,1st Edition,0.28,https://content.tcgcollector.com/content/images/77/7a/99/777a99259e33a2e5ff2571c6b288b07acce736ff0fae669e8f8a215b5d8a3d04.jpg
1,Tangela,66/102,Grass,Common,1st Edition,0.54,https://content.tcgcollector.com/content/images/b8/da/72/b8da724c69ae3a3f1c03ab4ee08849b920a89bd5833285f30b66a2ccdd3a9425.jpg
1,Voltorb,67/102,Lightning,Common,1st Edition,1.61,https://content.tcgcollector.com/content/images/1c/ee/34/1cee3441497817bf337ef1ef0b03f0954d8974bbb5afd5ebea229d2ede5fe84f.jpg
1,Vulpix,68/102,Fire,Common,1st Edition,0.60,https://content.tcgcollector.com/content/images/71/b2/dc/71b2dcd261819831ea4bec64365e7a0f1b8eda756f787ceb5e508d155fd46c29.jpg
1,Weedle,69/102,Grass,Common,1st Edition,0.38,https://content.tcgcollector.com/content/images/0b/a5/a4/0ba5a439b91621ba0f9045e2b652b04e4ca7300c61fc9f0039b067d4f3bb9546.jpg
1,Clefairy Doll,70/102,Trainer,Rare,1st Edition,3.91,https://content.tcgcollector.com/content/images/4a/0a/fc/4a0afcea23769199fbac71da6e472991701995de8059dcc7309ab3202acf7e41.jpg
1,Computer Search,71/102,Trainer,Rare,1st Edition,4.28,https://content.tcgcollector.com/content/images/28/45/34/28453432d39a8d32ef235eedd6fe7949d0a8116beb0bd137c0918aa18d045205.jpg
1,Devolution Spray,72/102,Trainer,Rare,1st Edition,2.26,https://content.tcgcollector.com/content/images/45/ff/8b/45ff8b99466eafd079475aeb96adb1bc133b2c16ed8ea1ad405cf1a5356d9ba7.jpg
1,Impostor Professor Oak,73/102,Trainer,Rare,1st Edition,4.22,https://content.tcgcollector.com/content/images/4c/17/dd/4c17ddf921521b6bbc61f854312089c3d8980d7b96d1e224451a8bbe9e6cc344.jpg
1,Item Finder,74/102,Trainer,Rare,1st Edition,8.48,https://content.tcgcollector.com/content/images/41/9a/ce/419acedef60e4b043aab888a895b3ada9f6c58d4d3d15ad522a046aa08f5a0f4.jpg
1,Lass,75/102,Trainer,Rare,1st Edition,2.27,https://content.tcgcollector.com/content/images/06/78/37/0678379c6c2d3e36f70db68f1350085a800a7655748dd26e11be9e4601bd0b82.jpg
1,Pokémon Breeder,76/102,Trainer,Rare,1st Edition,5.55,https://content.tcgcollector.com/content/images/76/8b/21/768b212622c9c71c4e71d52159db63876bb9381f37bbf5ec74b814d39145e514.jpg
1,Pokémon Trader,77/102,Trainer,Rare,1st Edition,3.21,https://content.tcgcollector.com/content/images/15/a5/ff/15a5ff1300e0c4f3283041e95ace727db1154528165ec5cfa2c230039ff1a62d.jpg
1,Scoop Up,78/102,Trainer,Rare,1st Edition,4.51,https://content.tcgcollector.com/content/images/20/5e/07/205e071a6c48940a0200f511968970e42d4a113eb7aeb02910c2c71e2c08f76a.jpg
1,Super Energy Removal,79/102,Trainer,Rare,1st Edition,3.00,https://content.tcgcollector.com/content/images/f9/b6/92/f9b6926343dd45cde0fdabae972e0d33f6a867345f8cfc73fdb393d01655ef89.jpg
1,Defender,80/102,Trainer,Uncommon,1st Edition,1.10,https://content.tcgcollector.com/content/images/66/83/00/6683004a83f30ce306023a7a0a411ddea059af7b4614e30475e156b521297550.jpg
1,Energy Retrieval,81/102,Trainer,Uncommon,1st Edition,0.34,https://content.tcgcollector.com/content/images/80/8c/c7/808cc7806db96d61bf9e354d7c25e361b696c40e8a331b478fff0f303972d800.jpg
1,Full Heal,82/102,Trainer,Uncommon,1st Edition,0.94,https://content.tcgcollector.com/content/images/99/ba/56/99ba56e38b9bffce2104b9a269b8a2150edfc9bfe05aad6f497f3632b8a00523.jpg
1,Maintenance,83/102,Trainer,Uncommon,1st Edition,1.40,https://content.tcgcollector.com/content/images/67/b2/26/67b226d3bfcce5477b08ade433215000da897b00e5589425fac89452fee0099a.jpg
1,PlusPower,84/102,Trainer,Uncommon,1st Edition,0.48,https://content.tcgcollector.com/content/images/5d/e0/4b/5de04b051987274ec3e88b31c04c6a648a0d943555a5007af0af9de3b6f1a171.jpg
1,Pokémon Center,85/102,Trainer,Uncommon,1st Edition,1.42,https://content.tcgcollector.com/content/images/9a/54/78/9a54785b6f24aed7b1238f047962493456bd7a71fc1846157a984ec09102c2fa.jpg
1,Pokémon Flute,86/102,Trainer,Uncommon,1st Edition,1.52,https://content.tcgcollector.com/content/images/d5/47/b7/d547b7cc302766d1eba2410d86931e3518348be168fd6fb73ab29203642f0da1.jpg
1,Pokédex,87/102,Trainer,Uncommon,1st Edition,0.30,https://content.tcgcollector.com/content/images/37/8c/24/378c2432f4c5e66ae99b90563659d4dec7e284c37fd3fcecc0e6bce06c37a314.jpg
1,Professor Oak,88/102,Trainer,Uncommon,1st Edition,1.36,https://content.tcgcollector.com/content/images/af/e7/b7/afe7b73d9cf12dbd7a696a875432522f7f3696bc4df299ca98d08a05880ea568.jpg
1,Revive,89/102,Trainer,Uncommon,1st Edition,1.76,https://content.tcgcollector.com/content/images/d8/0d/7f/d80d7f841c4190511d07b162ce003d2a264840eda2c4f5f2c58c6d5ead5e78a0.jpg
1,Super Potion,90/102,Trainer,Uncommon,1st Edition,0.27,https://content.tcgcollector.com/content/images/fc/52/8f/fc528f046b493335557b3b33f739a2a13366deff0081bdbe5b2a3f8014056014.jpg
1,Bill,91/102,Trainer,Common,1st Edition,0.28,https://content.tcgcollector.com/content/images/70/ad/7a/70ad7a4453d4175f2af8793de7953e7f4170659820bc6e391315ab279e030621.jpg
1,Energy Removal,92/102,Trainer,Common,1st Edition,0.39,https://content.tcgcollector.com/content/images/33/77/fa/3377faae2e52d0fd9972d953c1611dcf56a237b2b67877258cf8d67d94fa62ae.jpg
1,Gust of Wind,93/102,Trainer,Common,1st Edition,0.23,https://content.tcgcollector.com/content/images/70/db/c3/70dbc3b79a22fb32bb7b9da04ab0c0cb2583a105ac4f274ee056283d7376c730.jpg
1,Potion,94/102,Trainer,Common,1st Edition,0.16,https://content.tcgcollector.com/content/images/27/de/51/27de51e8e4c48bcfbd91c3e18040101a228403bfd080cdcec38d441a30717652.jpg
1,Switch,95/102,Trainer,Common,1st Edition,0.33,https://content.tcgcollector.com/content/images/a4/88/00/a48800414820edc11bd7f1c4473b5a29b316108f438b4ece281ef53c15eec9c7.jpg
1,Double Colorless Energy,96/102,Energy,Uncommon,1st Edition,3.47,https://content.tcgcollector.com/content/images/9c/db/54/9cdb5473af79183d156b3e019a0066cc985e701f4c00684dd3703252871acfe5.jpg
1,Fighting Energy,97/102,Energy,—,1st Edition,0.23,https://content.tcgcollector.com/content/images/2d/3b/0d/2d3b0d110244b0497e8df19710d2582ac298155dc7c66709e67561158b5aa3ce.jpg
1,Fire Energy,98/102,Energy,—,1st Edition,0.25,https://content.tcgcollector.com/content/images/07/74/25/077425d2decd06e8d9095440f2fedb373efc8b136b99caf4adfcfc19543e9c6d.jpg
1,Grass Energy,99/102,Energy,—,1st Edition,0.21,https://content.tcgcollector.com/content/images/6b/de/b8/6bdeb8f2ad030c21bdf5d1b547dcac04d1a65f43ec00555d6b7b93c3ed6ef8f0.jpg
1,Lightning Energy,100/102,Energy,—,1st Edition,0.34,https://content.tcgcollector.com/content/images/89/8e/4a/898e4ac72be8914a029b9aa145ceb0dad8b34a28afe93568a1f8b2bd8299eb34.jpg
1,Psychic Energy,101/102,Energy,—,1st Edition,0.29,https://content.tcgcollector.com/content/images/c9/9e/2b/c99e2bbefc764fd43a028b25d288fdb4731f060f18750c3752aac73a5e48fe25.jpg
1,Water Energy,102/102,Energy,—,1st Edition,0.29,https://content.tcgcollector.com/content/images/db/e8/1b/dbe81ba4a6a9115a25eaee6b98397b8438fc4a16529ca8b60520ff53ce68b504.jpg
