set_id,name,card_number,type,rarity,edition,price,image
2,Marowak,39/64,Fighting,Uncommon,1st Edition,0.60,https://content.tcgcollector.com/content/images/6b/4e/01/6b4e016e1d832606faa82c6fa47744881adeb162c71e3b480f9aab2168232021.jpg
2,Nidorina,40/64,Grass,Uncommon,1st Edition,0.45,https://content.tcgcollector.com/content/images/05/8f/f0/058ff041edfefc961f068dd41e16c9bca519eb0e26d444e603272eebc1eb3a04.jpg
2,Parasect,41/64,Grass,Uncommon,1st Edition,0.43,https://content.tcgcollector.com/content/images/d6/50/75/d6507565b6e6c107647ae39b3d52f1ab648ae1074a4f032716da900f18889e7a.jpg
2,Persian,42/64,Colorless,Uncommon,1st Edition,0.35,https://content.tcgcollector.com/content/images/5a/6f/9b/5a6f9b8e604a01842e24f2f5f1817b265c81372f79f8dd21f59e392f011dc1ae.jpg
2,Primeape,43/64,Fighting,Uncommon,1st Edition,0.60,https://content.tcgcollector.com/content/images/a3/6b/20/a36b2070acbaad5bd62eb3526a443af1fb9a77013774df2bf5a7892d0c75ff92.jpg
2,Rapidash,44/64,Fire,Uncommon,1st Edition,0.70,https://content.tcgcollector.com/content/images/0d/6f/0b/0d6f0b903c00150f8ccb2df027cf77d9753ed75ecbf11aef7f7362893e147155.jpg
2,Rhydon,45/64,Fighting,Uncommon,1st Edition,0.50,https://content.tcgcollector.com/content/images/fd/d2/d7/fdd2d74bd373df005554b6c8bdc38c5f9b8a203cb48f154c7cca1ed6011e8974.jpg
2,Seaking,46/64,Water,Uncommon,1st Edition,0.48,https://content.tcgcollector.com/content/images/1e/a1/36/1ea1361b03cc8a766b109607e72ae85b63b4fcb7eb6a69006ae7866312794bbc.jpg
2,Tauros,47/64,Colorless,Uncommon,1st Edition,0.41,https://content.tcgcollector.com/content/images/b8/6d/d1/b86dd17c1d430e3a2b5c394b96b33bf92cd82850d94983999ea8a5186581c7f8.jpg
2,Weepinbell,48/64,Grass,Uncommon,1st Edition,0.33,https://content.tcgcollector.com/content/images/85/22/6d/85226d126933ce2c46fa08a04b5f42d46196625cde823febbfe66a07a26440d3.jpg
2,Bellsprout,49/64,Grass,Common,1st Edition,0.26,https://content.tcgcollector.com/content/images/43/8f/43/438f43b5ae6a19a63e2891cad63a41586e33d145ccca221ea86d08a6084a8400.jpg
2,Cubone,50/64,Fighting,Common,1st Edition,0.25,https://content.tcgcollector.com/content/images/d9/5c/aa/d95caa7ef9440b0a8e9dfa530d40753a8e2446b42a3fec2059b0e548bbe8e7dd.jpg
2,Eevee,51/64,Colorless,Common,1st Edition,0.58,https://content.tcgcollector.com/content/images/41/85/0f/41850f84cda1d7b86fc7d965cabcdd8d95f0d76f02db2152da79b178de0f0df3.jpg
2,Exeggcute,52/64,Grass,Common,1st Edition,0.27,https://content.tcgcollector.com/content/images/c5/0a/02/c50a02905a929454123602905a1daadca51e9cecba2c9dbb9a5db7ac1cd309c3.jpg
2,Goldeen,53/64,Water,Common,1st Edition,0.24,https://content.tcgcollector.com/content/images/3f/8b/96/3f8b969946ce78e0548d212895b3c9b2062f466f92120b33f378fe89b2832225.jpg
2,Jigglypuff,54/64,Colorless,Common,1st Edition,0.26,https://content.tcgcollector.com/content/images/9a/c1/11/9ac111dd0e072fb347057765ea15ce37d0116e3bc2d6294dd657da7783b484ff.jpg
2,Mankey,55/64,Fighting,Common,1st Edition,0.22,https://content.tcgcollector.com/content/images/db/7e/0f/db7e0f495f3620b17fe5f768d3f89e51f5ce2b41a25276dc6c7d768b7f93c5d5.jpg
2,Meowth,56/64,Colorless,Common,1st Edition,0.21,https://content.tcgcollector.com/content/images/53/5a/b2/535ab20590eea6df2ac71a9265e805f9b71347479836351037538431ea7974ae.jpg
2,Nidoran ♀,57/64,Grass,Common,1st Edition,0.20,https://content.tcgcollector.com/content/images/00/7e/ca/007eca19766ddd7d849339df46122a2c341f16558d9e2370834ab3ef1226116c.jpg
2,Oddish,58/64,Grass,Common,1st Edition,0.26,https://content.tcgcollector.com/content/images/c4/26/b3/c426b33a932c5231c4ab527ad3313e96999777a3230770468243209245ee82c1.jpg
2,Paras,59/64,Grass,Common,1st Edition,0.26,https://content.tcgcollector.com/content/images/77/e9/65/77e9658ddc900e8079c98e9709e07428b18abfc4297d39c7f9fe21718489530d.jpg
2,Pikachu,60/64,Lightning,Common,1st Edition,0.63,https://content.tcgcollector.com/content/images/83/a7/bb/83a7bb00511a7320862622c9456277b1ab6d0f5a46fc81668552a525de124430.jpg
2,Rhyhorn,61/64,Fighting,Common,1st Edition,0.25,https://content.tcgcollector.com/content/images/e6/f6/4a/e6f64a070196a1c67b7d267a3555bb02d3124ef32489679272e85fed4364eaf2.jpg
2,Spearow,62/64,Colorless,Common,1st Edition,0.26,https://content.tcgcollector.com/content/images/f0/ed/83/f0ed835fe889082e9e6f0689e23020cba60502735ef634c1b1610b56e97ecdd4.jpg
2,Venonat,63/64,Grass,Common,1st Edition,0.27,https://content.tcgcollector.com/content/images/95/82/8c/95828ce31e65c71e9190555b7c5437152b2b7c1bc512cbeac0c91c223e16f58f.jpg
2,Poké Ball,64/64,Trainer,Common,1st Edition,0.21,https://content.tcgcollector.com/content/images/91/68/88/9168880760e2e6b79368bbe931ec4e555beb3e02468d0da7980f6b9e675a7306.jpg
