set_id,name,card_number,type,rarity,edition,price,image
3,Magneton,26/62,Lightning,Rare,1st Edition,2.23,https://content.tcgcollector.com/content/images/d6/dc/9c/d6dc9cfe2693773243b0f61a394522141d77cfabfa94205d226aec3ea10e1dda.jpg
3,Moltres,27/62,Fire,Rare,1st Edition,4.38,https://content.tcgcollector.com/content/images/73/50/13/7350136880eee60258f29394a8ea171cb645590fd516128960522fb87d8d6b8f.jpg
3,Muk,28/62,Grass,Rare,1st Edition,3.04,https://content.tcgcollector.com/content/images/d5/e5/52/d5e55246a506be8edd710011b7546b6d650d6b98db8c2c8f6668927302cdc420.jpg
3,Raichu,29/62,Lightning,Rare,1st Edition,2.36,https://content.tcgcollector.com/content/images/e3/1d/bc/e31dbcc138ff83f1af338c2893fcd3125ca2f03a492593689b48d9415e96476d.jpg
3,Zapdos,30/62,Lightning,Rare,1st Edition,3.24,https://content.tcgcollector.com/content/images/6a/74/85/6a74855ad028118559af29590fc61fba584845890061a38d7a73c60f53d7d2fc.jpg
3,Arbok,31/62,Grass,Uncommon,1st Edition,0.45,https://content.tcgcollector.com/content/images/b0/10/ce/b010ce126a1802a9748dd6ebae663edfe60c382d536b12bd561dff406acc784c.jpg
3,Cloyster,32/62,Water,Uncommon,1st Edition,0.47,https://content.tcgcollector.com/content/images/4c/aa/4b/4caa4b1ac56d2d62730a5361727561b0aa34d2c07af3f63425e128f5be370253.jpg
3,Gastly,33/62,Psychic,Uncommon,1st Edition,0.55,https://content.tcgcollector.com/content/images/99/ac/43/99ac43aadecf9c03e9dcfc786cb4deb356f9fcb1f2b894e737acbe884046ee6c.jpg
3,Golbat,34/62,Grass,Uncommon,1st Edition,0.45,https://content.tcgcollector.com/content/images/87/64/9b/87649b1a5d6bffca6b4acbb498ce6c7ad25f6978384169cf2a9810eb2baf0b55.jpg
3,Golduck,35/62,Water,Uncommon,1st Edition,0.60,https://content.tcgcollector.com/content/images/6d/44/99/6d449987dfc96b4c4b80ac602cd840188687dfe9db01944e8f0a6b74bae1f961.jpg
3,Golem,36/62,Fighting,Uncommon,1st Edition,0.96,https://content.tcgcollector.com/content/images/8d/60/8d/8d608d77385c5d9c84a06187daf4e3cbd5a8d3e53d0a9a94744795871eba6aa7.jpg
3,Graveler,37/62,Fighting,Uncommon,1st Edition,0.32,https://content.tcgcollector.com/content/images/1a/e1/dc/1ae1dcd500bd5727bed5207ac9f44870054f4c103348b761ce156706bc295031.jpg
3,Kingler,38/62,Water,Uncommon,1st Edition,0.29,https://content.tcgcollector.com/content/images/c5/fd/93/c5fd93f4914f04c0bdf5649d84e6380c9c5e0613dcff39ff2972059ac7e24aa2.jpg
3,Magmar,39/62,Fire,Uncommon,1st Edition,0.38,https://content.tcgcollector.com/content/images/ce/a8/91/cea8911f4022ec3d6a9a978ca65589c1fede437a1b0a94e2fbda132cdc13c597.jpg
3,Omastar,40/62,Water,Uncommon,1st Edition,0.62,https://content.tcgcollector.com/content/images/2b/16/5f/2b165f173d0b914509dd2d9e7ffa2598c0ef9a83b5b9e67982de3ebbb6660e05.jpg
3,Sandslash,41/62,Fighting,Uncommon,1st Edition,0.56,https://content.tcgcollector.com/content/images/88/33/b3/8833b3bf8d2cadaee6379e4eca06c903facb0cda7b390b2e37e7c01de964c4e9.jpg
3,Seadra,42/62,Water,Uncommon,1st Edition,0.31,https://content.tcgcollector.com/content/images/fd/63/d2/fd63d252647683022da9996c9a48b9af06bd9170e620515892a996b978bd9fef.jpg
3,Slowbro,43/62,Psychic,Uncommon,1st Edition,0.91,https://content.tcgcollector.com/content/images/cc/50/52/cc5052ec5e8afe792631635731fa873d393745e61b973e37e22c7670c25ae9f5.jpg
3,Tentacruel,44/62,Water,Uncommon,1st Edition,0.52,https://content.tcgcollector.com/content/images/23/40/42/2340426c83fc242ec2e50d14746cc2f5a62f56576f4a8181c1bfd90121e289c7.jpg
3,Weezing,45/62,Grass,Uncommon,1st Edition,0.44,https://content.tcgcollector.com/content/images/b0/71/a7/b071a7607be124566ae088118565685679837550f6bdb4fdf00fd052fbf10c8f.jpg
3,Ekans,46/62,Grass,Common,1st Edition,0.22,https://content.tcgcollector.com/content/images/29/89/fb/2989fb0c1063983a98bae8557af96659ae4520d31a8f26d8d6b5e4fbd959c295.jpg
3,Geodude,47/62,Fighting,Common,1st Edition,0.23,https://content.tcgcollector.com/content/images/49/67/a5/4967a54f6c15ad5d0440e1f9cd6359122453cec0c228c1a2da0626dbbbe6564d.jpg
3,Grimer,48/62,Grass,Common,1st Edition,0.28,https://content.tcgcollector.com/content/images/b3/25/31/b3253163bf8fa4a321c51d5e59fcd9adee39d2b86779758e95ae5e22cafa450d.jpg
3,Horsea,49/62,Water,Common,1st Edition,0.20,https://content.tcgcollector.com/content/images/9a/8c/81/9a8c81b23d594b9800488938e528394ed5b7a32afdc6a10093ac46bc2ebf5536.jpg
3,Kabuto,50/62,Fighting,Common,1st Edition,0.26,https://content.tcgcollector.com/content/images/4b/05/e9/4b05e939af2bcc91281742666eef0daa9432d43e8302f0e38b16d0d4110e72fe.jpg
3,Krabby,51/62,Water,Common,1st Edition,0.21,https://content.tcgcollector.com/content/images/c4/ca/08/c4ca08ad9c90d6526d5f2471d58006d08fb34c5e2aad0d413a694a4bd1de1c71.jpg
3,Omanyte,52/62,Water,Common,1st Edition,0.27,https://content.tcgcollector.com/content/images/5c/75/31/5c7531078b6efc8d850826cbca13f29d943eb140c3254c4a4b56db4a01fbb235.jpg
3,Psyduck,53/62,Water,Common,1st Edition,0.26,https://content.tcgcollector.com/content/images/3b/82/59/3b8259113d8400fac8970e1771d9a1a8156a2f638111719982a0e72e07953821.jpg
3,Shellder,54/62,Water,Common,1st Edition,0.22,https://content.tcgcollector.com/content/images/8a/29/c7/8a29c78313f8452261ff59a11f23be86e7488716619af87757b7e08babf502f1.jpg
3,Slowpoke,55/62,Psychic,Common,1st Edition,0.23,https://content.tcgcollector.com/content/images/23/0f/93/230f9306f1f662fac4b5277a71fb9847fe7ec7efa8040b4a9202909590af94b6.jpg
3,Tentacool,56/62,Water,Common,1st Edition,0.28,https://content.tcgcollector.com/content/images/35/83/43/358343bca3701e44a583fa6ae90a577d228731e16e33f3ed4209e7115aa6b303.jpg
3,Zubat,57/62,Grass,Common,1st Edition,0.23,https://content.tcgcollector.com/content/images/f5/cb/5f/f5cb5fd002946a4dd49029277b9ac99d161455f85d465b47b9929e45b828f3d7.jpg
3,Mr. Fuji,58/62,Trainer,Uncommon,1st Edition,0.33,https://content.tcgcollector.com/content/images/de/0b/94/de0b94f9f2a0512f05eef31880d7f3db23910719a43646e58b03535010471a98.jpg
3,Energy Search,59/62,Trainer,Common,1st Edition,0.23,https://content.tcgcollector.com/content/images/3e/2c/2e/3e2c2ef9aeafec50c985aa94b44824de9bfab0fd3ecd50b741ee70b7e138e224.jpg
3,Gambler,60/62,Trainer,Common,1st Edition,0.17,https://content.tcgcollector.com/content/images/16/d8/e5/16d8e5f92020f5d3ac7eb1a79cbf174efc81890f1919e0b84542c39d1aa11b63.jpg
3,Recycle,61/62,Trainer,Common,1st Edition,0.19,https://content.tcgcollector.com/content/images/2c/b3/fa/2cb3fa50a260c1beb969ef6018bb3739abff615b170d7ad08ca1d26d163b4cb2.jpg
3,Mysterious Fossil,62/62,Trainer,Common,1st Edition,0.18,https://content.tcgcollector.com/content/images/20/64/4c/20644c7ff21240a22ba3c7f2e7b15f8bcb380bb91c13305b6fd553daa420f678.jpg
