set_id,name,card_number,type,rarity,edition,price,image
4,Machoke,49/130,Fighting,Uncommon,1st Edition,0.41,https://content.tcgcollector.com/content/images/10/6d/39/106d39231e26fca776f1642de6070716cfd0b497b2172a9d8e7420329bc8bc37.jpg
4,Magikarp,50/130,Water,Uncommon,1st Edition,0.75,https://content.tcgcollector.com/content/images/98/ab/f5/98abf5e834b1b77b8e9158f4a97c2cd3d626c2eee078f6ac8e75e4634b8323d1.jpg
4,Magmar,51/130,Fire,Uncommon,1st Edition,1.07,https://content.tcgcollector.com/content/images/f7/7b/f4/f77bf46552ec79a7cd0f5c99ddb52b9e9a5bc63c9f504a138f0e09310a574596.jpg
4,Marowak,52/130,Fighting,Uncommon,1st Edition,0.97,https://content.tcgcollector.com/content/images/83/1e/b3/831eb3b064c9c06cb5e10b613f74b2373c5675539abad0a1d0865a887e8e7b6c.jpg
4,Nidorina,53/130,Grass,Uncommon,1st Edition,0.88,https://content.tcgcollector.com/content/images/5c/35/ed/5c35ed338304942ac11df4063c7b040492f5cad72e1ee9d5ee19f17d1fdc6818.jpg
4,Nidorino,54/130,Grass,Uncommon,1st Edition,1.02,https://content.tcgcollector.com/content/images/5f/18/70/5f1870c48bad492d42f57ce5e327e01b3d41f84528e97ea1451c5378da8747c8.jpg
4,Parasect,55/130,Grass,Uncommon,1st Edition,0.99,https://content.tcgcollector.com/content/images/53/a6/8b/53a68ba7a224e02bc6fda4129bf0d84b8a46c9a8e0187a9d035efdd8e7f60aeb.jpg
4,Persian,56/130,Colorless,Uncommon,1st Edition,1.13,https://content.tcgcollector.com/content/images/c3/c6/bc/c3c6bc7867b6127d4eb96c2cfd94b1cd550092c5653bf5b3fcac789797af3ce4.jpg
4,Poliwhirl,57/130,Water,Uncommon,1st Edition,0.61,https://content.tcgcollector.com/content/images/94/9d/1f/949d1fc94f3b478c05729afdd3f5cd7697ebd526b7f708c4e6f723a2359baf70.jpg
4,Raticate,58/130,Colorless,Uncommon,1st Edition,0.97,https://content.tcgcollector.com/content/images/75/d3/f8/75d3f82f67116e99f218f51ef0aedee035abff4aaba4d600bda19ee645464437.jpg
4,Rhydon,59/130,Fighting,Uncommon,1st Edition,1.81,https://content.tcgcollector.com/content/images/b7/79/0f/b7790f2ec745adddca86b87730f162f937223e511f4f8a16083b607799ff41b2.jpg
4,Seaking,60/130,Water,Uncommon,1st Edition,0.50,https://content.tcgcollector.com/content/images/70/4b/b6/704bb67ba67b561b899d6c304fe0f820f472c7745a8edff4dcab94df4f143970.jpg
4,Seel,61/130,Water,Uncommon,1st Edition,0.45,https://content.tcgcollector.com/content/images/5e/1e/38/5e1e38bbe311186cdfd1ef85f3f62355b65514b9130915251653b90784063f07.jpg
4,Tauros,62/130,Colorless,Uncommon,1st Edition,2.54,https://content.tcgcollector.com/content/images/4b/32/27/4b3227691b1ae37ce705487f9c046e081338cd684fc6bc10092eed745451e17d.jpg
4,Wartortle,63/130,Water,Uncommon,1st Edition,1.35,https://content.tcgcollector.com/content/images/eb/b4/42/ebb442a8b1418ba4fec9541e6b60f0a8a63f7fffeb85208fc99c534177f9386d.jpg
4,Weepinbell,64/130,Grass,Uncommon,1st Edition,0.46,https://content.tcgcollector.com/content/images/c8/95/36/c89536c76f46d17e10a323ac29063f7cd69ad4fdeafee3f1bd55f0ef18eb277d.jpg
4,Abra,65/130,Psychic,Common,1st Edition,0.46,https://content.tcgcollector.com/content/images/1f/a4/41/1fa44192896b3356522e649735732d233e2199398d7bdf2c4c53c4d2cfe36001.jpg
4,Bellsprout,66/130,Grass,Common,1st Edition,0.30,https://content.tcgcollector.com/content/images/b0/4a/47/b04a47d0abc185f0b2f3840c071f552ee186a3f8bf945d6fda918ffcf46af8ea.jpg
4,Bulbasaur,67/130,Grass,Common,1st Edition,2.21,https://content.tcgcollector.com/content/images/3a/a4/5e/3aa45e7465126588593fd74427445286cdc25b6b72bc873cac051471c19b44cf.jpg
4,Caterpie,68/130,Grass,Common,1st Edition,0.28,https://content.tcgcollector.com/content/images/6e/c9/9f/6ec99f8e7b8c2a98402ec72e8e51663d7aa8338dcd31bb1123054229809986d5.jpg
4,Charmander,69/130,Fire,Common,1st Edition,1.13,https://content.tcgcollector.com/content/images/b6/81/b4/b681b4357d3bb8d2955b32ae7888f1e811bc7870951f0026031edfc5183eac4f.jpg
4,Cubone,70/130,Fighting,Common,1st Edition,0.54,https://content.tcgcollector.com/content/images/2a/47/e2/2a47e2d130e062524dd538433d3c979b83aa8214299749c11adc5c674767a1e5.jpg
4,Diglett,71/130,Fighting,Common,1st Edition,0.26,https://content.tcgcollector.com/content/images/df/c2/5b/dfc25bb5d7298cc641b03aaa63197d6afff8a2b41b484a1d5a7912b851cc1496.jpg
4,Doduo,72/130,Colorless,Common,1st Edition,0.30,https://content.tcgcollector.com/content/images/ed/0e/6d/ed0e6d86a4cb2ab2751cf306cb57fd70264b79ad4566d44328a070926f04c37d.jpg
4,Drowzee,73/130,Psychic,Common,1st Edition,0.25,https://content.tcgcollector.com/content/images/46/22/81/462281e548ea5bbfaf4c5ba62e2b8a55c58c1ac11279656f5c13fb561be13f01.jpg
4,Exeggcute,74/130,Grass,Common,1st Edition,0.39,https://content.tcgcollector.com/content/images/92/43/b3/9243b321ab121d51412de323e6a397740684000f32851440cf383c45c433945a.jpg
4,Gastly,75/130,Psychic,Common,1st Edition,0.31,https://content.tcgcollector.com/content/images/8a/fc/90/8afc9071e94c4a03f035f7733480111e8f7b848c25eee86a6689e7c48d3aa00e.jpg
4,Goldeen,76/130,Water,Common,1st Edition,0.22,https://content.tcgcollector.com/content/images/8a/c0/53/8ac053badb5cd6ce9ca68b1add78ed341b5884d410753075e2f319677af6f477.jpg
4,Jigglypuff,77/130,Colorless,Common,1st Edition,0.76,https://content.tcgcollector.com/content/images/ec/0e/48/ec0e48a730e48dd4fa6cf8f9a61abcddc7c2b1acd470b8b43c376f9b43a6c7c3.jpg
4,Machop,78/130,Fighting,Common,1st Edition,0.24,https://content.tcgcollector.com/content/images/32/43/b4/3243b4a25d34e7e8cf6a4d21e3734a6814fe5fee7e11f08f78cae05d745bdef2.jpg
4,Magnemite,79/130,Lightning,Common,1st Edition,0.29,https://content.tcgcollector.com/content/images/4b/2f/71/4b2f7156e8a3755920e94c3682ba0aa2bcaf2ef7fe31eb16f5804ca9baeeb395.jpg
4,Meowth,80/130,Colorless,Common,1st Edition,0.51,https://content.tcgcollector.com/content/images/6a/ca/c6/6acac6da97458456bfdedbb2245060f0c349dcf912c1a1bbb1a74aa9a3661101.jpg
4,Metapod,81/130,Grass,Common,1st Edition,0.28,https://content.tcgcollector.com/content/images/3d/28/31/3d2831bcc62e1cef3c400eb8ebcb2f462be56a1983eb6df42e439b68140ce518.jpg
4,Nidoran ♀,82/130,Grass,Common,1st Edition,0.24,https://content.tcgcollector.com/content/images/4c/91/87/4c91871a96932266dd9404182ba0b460995a0ec5fb2139dee414c987798582c0.jpg
4,Nidoran ♂,83/130,Grass,Common,1st Edition,0.27,https://content.tcgcollector.com/content/images/7f/d3/b0/7fd3b022f5e0ab98c3fb9762e670dfb684e87f36c4b9375d93a6bed5bdfbd0ca.jpg
4,Onix,84/130,Fighting,Common,1st Edition,0.70,https://content.tcgcollector.com/content/images/a2/23/1e/a2231e595982c974ccf8d9e42ffa4bea5234de2a23341d6812901d4f6903b529.jpg
4,Paras,85/130,Grass,Common,1st Edition,0.32,https://content.tcgcollector.com/content/images/11/20/d1/1120d1f2b6a8724f498fa7a2a137c0e9dfd2229d9c90b7e55b17c0a7b7af6b44.jpg
4,Pidgey,86/130,Colorless,Common,1st Edition,0.58,https://content.tcgcollector.com/content/images/73/54/97/7354975ea6180c5e4f679c0d41d94a262ba4bd8d225a54689c6246d89a714554.jpg
4,Pikachu,87/130,Lightning,Common,1st Edition,1.28,https://content.tcgcollector.com/content/images/04/95/52/04955252124e7bf145131711a47dc604872552a0d3edbd7d10e7dace0e6ffdd2.jpg
4,Poliwag,88/130,Water,Common,1st Edition,0.26,https://content.tcgcollector.com/content/images/19/f0/1d/19f01dc508992185bd3d462d03e8ee681573e747c9f100a3cbb86f068074c4f3.jpg
4,Rattata,89/130,Colorless,Common,1st Edition,0.28,https://content.tcgcollector.com/content/images/b4/a6/a8/b4a6a8bee07779557b988a8b20d2eedbaaf20fa5492453ae3c1a8186acf77d29.jpg
4,Rhyhorn,90/130,Fighting,Common,1st Edition,0.30,https://content.tcgcollector.com/content/images/08/f5/8e/08f58eab0e354bd812d3dd5bd018c10840fc09c7c78a3a5dd269b0ca54f1fe1c.jpg
4,Sandshrew,91/130,Fighting,Common,1st Edition,0.28,https://content.tcgcollector.com/content/images/34/21/e6/3421e6bf21275094cbb71319fdce2cdc1ef4340c7d5fc021018f982396a960ef.jpg
4,Spearow,92/130,Colorless,Common,1st Edition,0.33,https://content.tcgcollector.com/content/images/7b/77/61/7b776198b98f589c637c162c9df86865b34ac59196be0976d927d6e008f4456d.jpg
4,Squirtle,93/130,Water,Common,1st Edition,1.06,https://content.tcgcollector.com/content/images/6a/ce/88/6ace88895d069cffc2e95da7e1e817e23537a9f52c334222bff89075eddaee60.jpg
4,Starmie,94/130,Water,Common,1st Edition,0.27,https://content.tcgcollector.com/content/images/4b/e1/79/4be1799c4c8fee68fb9edea47efc69b5cb1091ae5aaa102a66ad28c9578eb1ef.jpg
4,Staryu,95/130,Water,Common,1st Edition,0.22,https://content.tcgcollector.com/content/images/73/33/9a/73339a70539bb428a4d25d9e3ec0cb5e1386eeaac4baec37c6a6320127ed5dfe.jpg
4,Tangela,96/130,Grass,Common,1st Edition,0.28,https://content.tcgcollector.com/content/images/51/90/ae/5190aed432ce35d326a993b1fd5a3802846387d2d7e92b5dc9455be20355417e.jpg
4,Venonat,97/130,Grass,Common,1st Edition,0.35,https://content.tcgcollector.com/content/images/28/50/ae/2850aee9ccc7c74d1e0c4eda6858e2a3ba563fb934c05e92e279c0b4b29f55dd.jpg
4,Voltorb,98/130,Lightning,Common,1st Edition,0.44,https://content.tcgcollector.com/content/images/a2/35/26/a23526d493950ee7590fa76a1314b143b386eff71356160263952eefc825ecb4.jpg
4,Vulpix,99/130,Fire,Common,1st Edition,0.47,https://content.tcgcollector.com/content/images/7f/d0/c4/7fd0c4b6cda111d6a0b2da9ef3d62e1aada4b01f47cfba98cbe12e7f01446e76.jpg
4,Weedle,100/130,Grass,Common,1st Edition,0.21,https://content.tcgcollector.com/content/images/ca/6b/94/ca6b940acf767b294e132b8aca6fd48a4da60111e4a4bcfa0005dee3524c9dc8.jpg
4,Computer Search,101/130,Trainer,Rare,1st Edition,3.80,https://content.tcgcollector.com/content/images/e0/cb/f6/e0cbf6812d4ca36e24d36681f8b4b87c242a782302c5c19111a09d1914651948.jpg
4,Imposter Professor Oak,102/130,Trainer,Rare,1st Edition,1.28,https://content.tcgcollector.com/content/images/4c/2e/a0/4c2ea097ed94150e038c205fa46e1ef6c8a4328bf3fa9df011d1da3fc838b344.jpg
4,Item Finder,103/130,Trainer,Rare,1st Edition,6.43,https://content.tcgcollector.com/content/images/c9/c0/fd/c9c0fd1c078927857548a3c1a98ceb75c572994f9a04777a64b070c2e21f33ea.jpg
4,Lass,104/130,Trainer,Rare,1st Edition,1.93,https://content.tcgcollector.com/content/images/32/b8/25/32b82597beebc5e8a5dbb755b6d7dc7a81da4114d50025b5c148aae5633a83c8.jpg
4,Pokémon Breeder,105/130,Trainer,Rare,1st Edition,2.89,https://content.tcgcollector.com/content/images/4f/e2/42/4fe2428fa3d42571a86f687ae00771273028f6c18f7e4d936471ad62e059bc54.jpg
4,Pokémon Trader,106/130,Trainer,Rare,1st Edition,1.73,https://content.tcgcollector.com/content/images/52/72/b7/5272b739ababe7dd6401e04a91305e52e110d7884683df73aeb8072e00ffe262.jpg
4,Scoop Up,107/130,Trainer,Rare,1st Edition,3.55,https://content.tcgcollector.com/content/images/66/80/6c/66806c365c5f132074cfa7141b378e40e88019d9a2ea27e27db613ab32423ecd.jpg
4,Super Energy Removal,108/130,Trainer,Rare,1st Edition,1.96,https://content.tcgcollector.com/content/images/62/21/52/62215273424a26199e3a0a295e716464d9a32384831866bfcb241ebcb23d3592.jpg
4,Defender,109/130,Trainer,Uncommon,1st Edition,0.30,https://content.tcgcollector.com/content/images/83/e9/81/83e98127aa5636a1248b022f8e4ee65605600c7dd1532810275efd33c70206c0.jpg
4,Energy Retrieval,110/130,Trainer,Uncommon,1st Edition,0.35,https://content.tcgcollector.com/content/images/8e/2b/64/8e2b6492d6e30fdceb96c8b1f42d6dac0363747ca28d16cad54a890920327f03.jpg
4,Full Heal,111/130,Trainer,Uncommon,1st Edition,0.25,https://content.tcgcollector.com/content/images/53/7c/e1/537ce1fa84bb8262179ec26cd7fc1695ec0caabe2ec490aba9cbc542a887faff.jpg
4,Maintenance,112/130,Trainer,Uncommon,1st Edition,0.49,https://content.tcgcollector.com/content/images/89/0e/81/890e816e347651a5b519d03043b05f4f1069f485f0ca96ac69e2d3e3cd37d7b5.jpg
4,PlusPower,113/130,Trainer,Uncommon,1st Edition,0.25,https://content.tcgcollector.com/content/images/72/e5/75/72e575ce71b231a4dcda0473d7818b19eca792112af1a69bfad3b50974f26b7a.jpg
4,Pokémon Center,114/130,Trainer,Uncommon,1st Edition,0.69,https://content.tcgcollector.com/content/images/fd/69/6f/fd696f893cdcc966781e0e21167963793a317019b0369f00aa57f2d665abde2d.jpg
4,Pokédex,115/130,Trainer,Uncommon,1st Edition,0.30,https://content.tcgcollector.com/content/images/bd/1d/c2/bd1dc2f167f0e5ce5db43b55445fd8e574482371f7a530274e2bbcd55aa01995.jpg
4,Professor Oak,116/130,Trainer,Uncommon,1st Edition,1.20,https://content.tcgcollector.com/content/images/86/84/09/868409908049b4d7bcef46f7df3312f38b22959c4b18e78e1f5f100865da1fcc.jpg
4,Super Potion,117/130,Trainer,Uncommon,1st Edition,0.24,https://content.tcgcollector.com/content/images/ae/79/70/ae7970ec5db25a58142589e1ea618cbbe8c3bf53ef977e9541e3527ebe511ef6.jpg
4,Bill,118/130,Trainer,Common,1st Edition,0.24,https://content.tcgcollector.com/content/images/14/c5/9a/14c59a00509a549bbfd54f9a562c8c159cb2dd4ca5fb8b4a990cd850638a2418.jpg
4,Energy Removal,119/130,Trainer,Common,1st Edition,0.24,https://content.tcgcollector.com/content/images/d3/43/56/d3435626b6f25a64287f8b1f100d799a54a471e3167adb2c4af0978d40bb292b.jpg
4,Gust of Wind,120/130,Trainer,Common,1st Edition,0.23,https://content.tcgcollector.com/content/images/5d/a3/3a/5da33a4edc985ed85ab5355cec9ae734e77b9bd3daa205a9a1776fa7c43f6b4d.jpg
4,Poké Ball,121/130,Trainer,Common,1st Edition,0.22,https://content.tcgcollector.com/content/images/57/77/aa/5777aa0a5a49f4f9bf5efba3d1bee702fe15f22eb00ef1690ce3d5a9d5826d7d.jpg
4,Potion,122/130,Trainer,Common,1st Edition,0.18,https://content.tcgcollector.com/content/images/9e/f3/c3/9ef3c3c9c32f719c84e55d1a8c9a94e7dabb24f764631a211b105c3d3554fc6b.jpg
4,Switch,123/130,Trainer,Common,1st Edition,0.20,https://content.tcgcollector.com/content/images/e5/69/31/e569310fa71f1258b6d1996f7e50a8c990d6c03bd069f619cdf3d1f4db4fbd19.jpg
4,Double Colorless Energy,124/130,Energy,Uncommon,1st Edition,1.81,https://content.tcgcollector.com/content/images/c1/2a/4a/c12a4a691a386e2b68eb98a4174d3d467fdacbfb8927fccb8083b326fa15b0da.jpg
4,Fighting Energy,125/130,Energy,—,1st Edition,0.20,https://content.tcgcollector.com/content/images/11/13/9c/11139c77ecf441c5e544009b1133d3b79e38cef7f42a90d37f638406150b7eaf.jpg
4,Fire Energy,126/130,Energy,—,1st Edition,0.32,https://content.tcgcollector.com/content/images/53/df/61/53df6164ccdb6b7d8089a3878db217097971d52bee8c2e573fef4592b8b10e87.jpg
4,Grass Energy,127/130,Energy,—,1st Edition,0.20,https://content.tcgcollector.com/content/images/2c/d3/42/2cd342d6c716cc95f08da713dc693cbd7b6d28e01baf290ce9fef96a3898af25.jpg
4,Lightning Energy,128/130,Energy,—,1st Edition,0.21,https://content.tcgcollector.com/content/images/8c/f8/d1/8cf8d1fa7db482ad89f468995d8546ef9dcc587e16cf62aaa8e597ad6abb0da2.jpg
4,Psychic Energy,129/130,Energy,—,1st Edition,0.24,https://content.tcgcollector.com/content/images/4d/64/92/4d64925e037faa282fe959297b250264effffbbb71b067cf1f076efc3318412c.jpg
4,Water Energy,130/130,Energy,—,1st Edition,0.24,https://content.tcgcollector.com/content/images/ab/38/c5/ab38c59a16ea1393512f85d2973656a7b852e85c939e9a8c493d557102f8b66b.jpg
